RX Date/Time,(Mission Status) Flight state [-],(Mission Status) Runtime [ms],(Mission Status) Soft enabled [-],(Mission Status) Armed [-],(Mission Status) BW connected [-],(Mission Status) Camera enabled [-],(RF status) Packet count,(RF status) RSSI [dB],(RF status) CRC error [-],(RF status) Packet delay [ms],(RF status) Selected antenna [-],(Sensor Readings) Temperature [°C],(Sensor Readings) Altitude [m],(Sensor Readings) Pressure [KPa],(Sensor Readings) Battery voltage [V],(Sensor Readings) External Temperature [°C],(GPS) GPS Time,(GPS) Longitude [°N],(GPS) Latitude [°E],(GPS) Altitude [m],(GPS) No. Sats,(Accelerometer) X [m/s^2],(Accelerometer) Y [m/s^2],(Accelerometer) Z [m/s^2],(Gyroscope) X [rad/s],(Gyroscope) Y [rad/s],(Gyroscope) Z [rad/s],(Orientation) w [-],(Orientation) x [-],(Orientation) y [-],(Orientation) z [-]
2021/05/28/ 09:53:21::386,1,1067041,0,1,0,0,33149,-106,1,25,1,39.75,0,102.030998,8.02,39.75,1067041,5.922696,52.394821,0,0,9.667004,0.181855,-1.971686,2.54853,0.001222,-0.010996,0,0.001222,2.54853,-1.971686
2021/05/28/ 09:53:21::416,1,1067066,0,1,0,0,33150,-106,0,25,1,39.75,0,102.030998,7.97,39.75,1067066,5.922696,52.394821,0,0,9.724431,-0.047856,-0.526421,-0.024435,0.026878,-0.014661,0,0.026878,-0.024435,-0.526421
2021/05/28/ 09:53:21::485,1,1067141,0,1,0,0,33153,-106,0,25,1,39.75,0,102.029999,8.04,39.75,1067141,5.922696,52.394821,0,0,10.375279,-1.033699,-2.928815,-0.057421,0.020769,-0.009774,0,0.020769,-0.057421,-2.928815
2021/05/28/ 09:53:21::505,1,1067949,0,1,0,0,33154,-106,1,25,1,39.75,0,102.030998,8.11,39.75,1067949,5.922696,52.394821,0,0,10.298709,0.411565,-2.096113,-0.03543,-0.0281,-0.003665,0,-0.0281,-0.03543,-2.096113
2021/05/28/ 09:53:21::553,1,1067191,0,1,0,0,33155,-106,1,25,1,39.75,0,102.029999,8.04,39.75,1067191,5.922696,52.394821,0,0,-129.394272,-293.733337,3.101098,-0.010996,0.017104,-0.010996,0,0.017104,-0.010996,3.101098
2021/05/28/ 09:53:21::553,1,1067216,0,1,0,0,33156,-106,0,25,1,39.75,0,102.029999,8.03,39.75,1067216,5.922696,52.394821,0,0,9.906285,-0.181855,1.052842,-0.090408,0.006109,-0.00733,0,0.006109,-0.090408,1.052842
2021/05/28/ 09:53:21::595,1,1067241,0,1,0,0,33157,-106,0,25,1,39.75,-0.0625,102.030998,8.03,39.75,1067241,5.922696,52.394821,-0.0625,0,10.853844,0.411565,2.536392,-0.029322,-0.03543,-0.006109,0,-0.03543,-0.029322,2.536392
2021/05/28/ 09:53:21::601,1,1067266,0,1,0,0,33158,-106,0,25,1,39.75,0,102.029999,8.04,39.75,1067266,5.922696,52.394821,0,0,10.968699,0.708275,4.278367,-0.012217,0,-0.009774,0,0,-0.012217,4.278367
2021/05/28/ 09:53:21::658,1,1067291,0,1,0,0,33159,-106,0,25,1,39.75,0,102.030998,8.04,39.75,1067291,5.922696,52.394821,0,0,10.796415,-1.033699,-2.555535,-0.079412,-0.009774,-0.00733,0,-0.009774,-0.079412,-2.555535
2021/05/28/ 09:53:21::658,1,1067316,0,1,0,0,33160,-106,1,25,1,39.75,0,102.030998,8.02,39.75,1067316,5.922696,52.394821,0,0,10.327422,-0.947558,-2.766103,0.014661,-0.048869,-0.006109,0,-0.048869,0.014661,-2.766103
2021/05/28/ 09:53:21::683,1,1067341,0,1,0,0,33161,-106,0,25,1,39.75,0,102.029999,8.04,39.75,1067341,5.922696,52.394821,0,0,8.958728,0.870987,5.513063,0.002443,-0.002443,-0.013439,0,-0.002443,0.002443,5.513063
2021/05/28/ 09:53:21::708,1,1067366,0,1,0,0,33162,-106,1,25,1,39.75,0,102.029999,8.03,39.75,1067366,5.922696,52.394821,0,0,9.839287,0.009571,0.736989,-0.024435,-2.522873,37.525452,0,-2.522873,-0.024435,0.736989
2021/05/28/ 09:53:21::731,1,1067391,0,1,0,0,33163,-106,0,25,1,39.75,0,102.030998,8.03,39.75,1067391,5.922696,52.394821,0,0,10.126426,0.105284,-0.239282,0.048869,-0.046426,-0.00733,0,-0.046426,0.048869,-0.239282
2021/05/28/ 09:53:21::758,1,1067416,0,1,0,0,33164,-106,1,25,1,39.75,0,102.029999,8.05,39.75,1067416,5.922696,52.394821,0,0,-304.300049,313.22049,-3.397808,0.015882,0,-0.010996,0,0,0.015882,-3.397808
2021/05/28/ 09:53:21::791,1,1067441,0,1,0,0,33165,-106,0,25,1,39.75,0,102.029999,8.03,39.75,1067441,5.922696,52.394821,0,0,9.848858,-1.292124,-3.503092,-0.001222,-0.018326,-0.008552,0,-0.018326,-0.001222,-3.503092
2021/05/28/ 09:53:21::897,1,1067558,0,1,0,0,33166,-103,1,117,1,39.75,0,102.030998,8.03,39.75,1067558,5.922696,52.394821,0,0,9.944571,-0.641276,-1.502693,0.03543,-0.014661,-0.008552,0,-0.014661,0.03543,-1.502693
2021/05/28/ 09:53:21::938,1,1067583,0,1,0,0,33167,-106,1,25,1,39.75,0,102.030998,8.03,39.75,1067583,5.922696,52.394821,0,0,9.781859,0.612563,1.636691,-0.012217,3.784921,16.022995,0,3.784921,-0.012217,1.636691
2021/05/28/ 09:53:21::945,1,1067608,0,1,0,0,33168,-106,0,25,1,39.75,0,102.030998,8.03,39.75,1067608,5.922696,52.394821,0,0,10.164711,0.239282,3.991228,-0.059865,-0.008552,-0.003665,0,-0.008552,-0.059865,3.991228
2021/05/28/ 09:53:21::985,1,1067633,0,1,0,0,33169,-106,0,25,1,39.75,0,102.029999,8.03,39.75,1067633,5.922696,52.394821,0,0,9.628718,-1.052842,-3.302095,0.012217,-0.006109,-0.009774,0,-0.006109,0.012217,-3.302095
2021/05/28/ 09:53:22::008,1,1067658,0,1,0,0,33170,-106,0,25,1,39.75,0,102.030998,8.03,39.75,1067658,5.922696,52.394821,0,0,9.868001,-0.526421,-2.115255,-0.062308,0.023213,-0.012217,0,0.023213,-0.062308,-2.115255
2021/05/28/ 09:53:22::032,1,1067683,0,1,0,0,33171,-106,0,25,1,39.75,0,102.029999,8.02,39.75,1067683,5.922696,52.394821,0,0,8.82473,0.66999,2.727818,-0.064752,-0.020769,-0.003665,0,-0.020769,-0.064752,2.727818
2021/05/28/ 09:53:22::062,1,1067708,0,1,0,0,33172,-106,0,25,1,39.75,0,102.029999,8.04,39.75,1067708,5.922696,52.394821,0,0,8.930014,-1.349552,-0.995414,-0.002443,-0.018326,-0.006109,0,-0.018326,-0.002443,-0.995414
2021/05/28/ 09:53:22::100,1,1067733,0,1,0,0,33173,-105,1,25,1,39.75,0,102.029999,8.03,39.75,1067733,5.922696,52.394821,0,0,134.983917,0.59342,0.459422,-0.07086,0.014661,-0.009774,0,0.014661,-0.07086,0.459422
2021/05/28/ 09:53:22::142,1,1067808,0,1,0,0,33176,-106,0,25,1,39.75,0,102.029999,8.04,39.75,1067808,5.922696,52.394821,0,0,9.647861,1.024128,3.981657,-0.064752,0.002443,-0.009774,0,0.002443,-0.064752,3.981657
2021/05/28/ 09:53:22::173,1,1067833,0,1,0,0,33177,-102,0,25,1,39.75,0,102.030998,8.04,39.75,1067833,5.922696,52.394821,0,0,9.111869,0.622134,4.259224,-0.001222,-0.050091,-0.003665,0,-0.050091,-0.001222,4.259224
2021/05/28/ 09:53:22::200,1,1067858,0,1,0,0,33178,-106,0,25,1,39.75,0,102.030998,8.03,39.75,1067858,5.922696,52.394821,0,0,10.509277,0.478565,0.430708,0.029322,-0.015882,-0.010996,0,-0.015882,0.029322,0.430708
2021/05/28/ 09:53:22::226,1,1067883,0,1,0,0,33179,-106,0,25,1,39.75,0,102.029999,8.03,39.75,1067883,5.922696,52.394821,0,0,11.016556,0.526421,1.962115,-0.010996,-0.003665,-0.008552,0,-0.003665,-0.010996,1.962115
2021/05/28/ 09:53:22::247,1,1067908,0,1,0,0,33180,-106,0,25,1,39.75,0,102.029999,8.03,39.75,1067908,5.922696,52.394821,0,0,10.317851,-0.66999,-0.555135,0.03543,-0.047647,-0.006109,0,-0.047647,0.03543,-0.555135
2021/05/28/ 09:53:22::269,1,1067933,0,1,0,0,33181,-100,1,25,1,39.75,0,102.029999,8.04,39.75,1067933,5.922696,52.394821,0,0,8.75773,-0.066999,-2.172683,-0.002443,0,-0.00733,0,0,-0.002443,-2.172683
2021/05/28/ 09:53:22::293,1,1067958,0,1,0,0,33182,-106,0,25,1,39.75,0,102.030998,8.02,39.75,1067958,5.922696,52.394821,0,0,9.226724,-0.995414,-0.756132,0.024435,-0.002443,-0.010996,0,-0.002443,0.024435,-0.756132
2021/05/28/ 09:53:22::360,1,1067983,0,1,0,0,33183,-105,1,25,1,39.75,768,102.029999,8.03,39.75,1067983,5.922696,52.394821,768,0,9.954143,0.899701,-0.344566,0.026878,-0.004887,-0.00733,0,-0.004887,0.026878,-0.344566
2021/05/28/ 09:53:22::360,1,1068008,0,1,0,0,33184,-106,0,25,1,39.75,0,102.030998,8.03,39.75,1068008,5.922696,52.394821,0,0,7.972885,-0.162712,-2.431108,0.048869,-0.009774,-0.008552,0,-0.009774,0.048869,-2.431108
2021/05/28/ 09:53:22::366,1,1068033,0,1,0,0,33185,-106,0,25,1,39.75,0,102.029999,8.03,39.75,1068033,5.922696,52.394821,0,0,11.581262,0.717847,2.096113,0.030543,-0.00733,-0.00733,0,-0.00733,0.030543,2.096113
2021/05/28/ 09:53:22::395,1,1068058,0,1,0,0,33186,-106,0,25,1,39.75,0,102.029999,8.04,39.75,1068058,5.922696,52.394821,0,0,9.035298,0.583849,-1.320838,0.018326,-0.017104,-0.009774,0,-0.017104,0.018326,-1.320838
2021/05/28/ 09:53:22::472,1,1068133,0,1,0,0,33189,-106,0,25,1,39.75,0,102.029999,8.05,39.75,1068133,5.922696,52.394821,0,0,8.60459,0.468993,-1.85683,-0.053756,-0.003665,-0.008552,0,-0.003665,-0.053756,-1.85683
2021/05/28/ 09:53:22::498,1,1068158,0,1,0,0,33190,-106,1,25,1,39.75,0,102.029999,8.04,39.75,1068158,5.922696,52.394821,0,0,11.303694,0.038285,2.852245,-0.03543,-0.013439,-0.008552,0,-0.013439,-0.03543,2.852245
2021/05/28/ 09:53:22::569,1,1068233,0,1,0,0,33193,-106,0,25,1,39.75,0,102.030998,8.03,39.75,1068233,5.922696,52.394821,0,0,11.428121,0.583849,2.45025,0.008552,-0.012217,-0.00733,0,-0.012217,0.008552,2.45025
2021/05/28/ 09:53:22::592,1,1068258,0,1,0,0,33194,-100,1,25,1,39.75,0,102.029999,8.03,39.75,1068258,5.922696,52.394821,0,0,8.394022,-0.746561,-1.378266,0.003665,-0.006109,-0.006109,0,-0.006109,0.003665,-1.378266
2021/05/28/ 09:53:22::728,1,1068375,0,1,0,0,33195,-106,0,117,1,39.75,0,102.030998,8.03,39.75,1068375,5.922696,52.394821,0,0,11.648261,0.315853,4.019942,-0.006109,-0.024435,-0.009774,0,-0.024435,-0.006109,4.019942
2021/05/28/ 09:53:22::755,1,1068400,0,1,0,0,33196,-106,0,25,1,39.75,0,102.029999,8.03,39.75,1068400,5.922696,52.394821,0,0,9.848858,0.957129,0.430708,-0.023213,-0.032987,-0.006109,0,-0.032987,-0.023213,0.430708
2021/05/28/ 09:53:22::759,1,1068425,0,1,0,0,33197,-106,1,25,1,39.75,0,102.030998,8.03,39.75,1068425,5.922696,52.394821,0,0,8.145168,-0.51685,-1.885544,-0.021991,-0.030543,-0.00733,0,-0.030543,-0.021991,-1.885544
2021/05/28/ 09:53:22::786,1,1068450,0,1,0,0,33198,-106,0,25,1,39.75,0,102.029999,8.03,39.75,1068450,5.922696,52.394821,0,0,11.332408,0.727418,3.311666,-0.025656,-0.024435,-0.00733,0,-0.024435,-0.025656,3.311666
2021/05/28/ 09:53:22::812,1,1067965,0,1,0,0,33199,-106,1,25,1,39.75,0,102.029999,8.06,39.75,1067965,5.922696,52.394821,0,0,9.12144,0.803988,-0.478565,-0.006109,-0.004887,-0.009774,0,-0.004887,-0.006109,-0.478565
2021/05/28/ 09:53:22::871,1,1068500,0,1,0,0,33200,-105,0,25,1,39.75,0,102.030998,8.03,39.75,1068500,5.922696,52.394821,0,0,11.006984,0.009571,3.828516,-0.014661,0.010996,-0.008552,0,0.010996,-0.014661,3.828516
2021/05/28/ 09:53:22::871,1,1068525,0,1,0,0,33201,-106,0,25,1,39.75,0,102.030998,8.02,39.75,1068525,5.922696,52.394821,0,0,10.959127,0.717847,2.641676,0.008552,0.012217,-0.013439,0,0.012217,0.008552,2.641676
2021/05/28/ 09:53:22::911,1,1068550,0,1,0,0,33202,-106,0,25,1,39.75,0,102.030998,8.03,39.75,1068550,5.922696,52.394821,0,0,9.724431,-1.292124,0.401994,0.019548,0.019548,-0.012217,0,0.019548,0.019548,0.401994
2021/05/28/ 09:53:22::911,1,1067055,0,1,0,0,33203,-105,1,25,1,39.75,0,102.030998,8.13,39.75,1067055,5.922696,52.394821,0,0,18.903299,117.86087,4.106084,0.024435,0.006109,-0.014661,0,0.006109,0.024435,4.106084
2021/05/28/ 09:53:22::955,1,1068600,0,1,0,0,33204,-106,0,25,1,39.75,0,102.029999,8.04,39.75,1068600,5.922696,52.394821,0,0,8.997013,-0.937986,-3.34038,0.036652,-0.002443,-0.012217,0,-0.002443,0.036652,-3.34038
2021/05/28/ 09:53:22::995,1,1068625,0,1,0,0,33205,-106,0,25,1,39.75,0,102.030998,8.03,39.75,1068625,5.922696,52.394821,0,0,9.954143,-0.880559,2.096113,0.012217,-0.014661,-0.009774,0,-0.014661,0.012217,2.096113
2021/05/28/ 09:53:22::996,1,1068650,0,1,0,0,33206,-106,0,25,1,39.75,0,102.029999,8.03,39.75,1068650,5.922696,52.394821,0,0,8.82473,0.870987,-1.741975,0.00733,-0.032987,-0.006109,0,-0.032987,0.00733,-1.741975
2021/05/28/ 09:53:23::067,1,1068725,0,1,0,0,33209,-103,1,25,1,39.75,0,102.030998,8.05,39.75,1068725,5.922696,52.394821,0,0,8.786445,0.124427,-2.804388,-0.048869,-0.0281,-0.004887,0,-0.0281,-0.048869,-2.804388
2021/05/28/ 09:53:23::101,1,1068750,0,1,0,0,33210,-106,0,25,1,39.75,0,102.029999,8.04,39.75,1068750,5.922696,52.394821,0,0,9.504292,-1.225125,-1.052842,-0.032987,0,-0.00733,0,0,-0.032987,-1.052842
2021/05/28/ 09:53:23::123,1,1068775,0,1,0,0,33211,-101,1,25,1,39.75,0,102.030998,8.03,39.75,1068775,5.922696,52.394821,0,0,9.456435,1.311267,0.641276,-0.030543,0.023213,-0.012217,0,0.023213,-0.030543,0.641276
2021/05/28/ 09:53:23::150,1,1068800,0,1,0,0,33212,-106,0,25,1,39.75,0,102.030998,8.03,39.75,1068800,5.922696,52.394821,0,0,8.815159,-0.507278,-3.330809,0.003665,0.024435,-0.013439,0,0.024435,0.003665,-3.330809
2021/05/28/ 09:53:23::177,1,1068825,0,1,0,0,33213,-106,0,25,1,39.75,0,102.029999,8.04,39.75,1068825,5.922696,52.394821,0,0,10.930414,-0.047856,2.785246,0.026878,0.024435,-0.013439,0,0.024435,0.026878,2.785246
2021/05/28/ 09:53:23::199,1,1068850,0,1,0,0,33214,-106,0,25,1,39.75,0,102.029999,8.02,39.75,1068850,5.922696,52.394821,0,0,8.843872,1.129412,-0.736989,0.042761,0.00733,-0.012217,0,0.00733,0.042761,-0.736989
2021/05/28/ 09:53:23::260,1,1068925,0,1,0,0,33217,-106,0,25,1,39.75,0,102.029999,8.03,39.75,1068925,5.922696,52.394821,0,0,10.068997,-0.641276,-0.602991,0.015882,-0.045204,-0.00733,0,-0.045204,0.015882,-0.602991
2021/05/28/ 09:53:23::286,1,1068950,0,1,0,0,33218,-106,0,25,1,39.75,0,102.029999,8.03,39.75,1068950,5.922696,52.394821,0,0,10.882557,0.488136,-1.330409,-0.032987,0.009774,-0.009774,0,0.009774,-0.032987,-1.330409
2021/05/28/ 09:53:23::314,1,1068975,0,1,0,0,33219,-106,1,25,1,39.75,0,102.029999,8.03,39.75,1068975,5.922696,52.394821,0,0,-147.924301,1.435694,2.861816,-0.046426,0.043982,-0.015882,0,0.043982,-0.046426,2.861816
2021/05/28/ 09:53:23::389,1,1069050,0,1,0,0,33222,-106,0,25,1,39.75,0,102.029999,8.03,39.75,1069050,5.922696,52.394821,0,0,8.891729,0.526421,1.598405,0.032987,-0.045204,-0.003665,0,-0.045204,0.032987,1.598405
2021/05/28/ 09:53:23::412,1,1069075,0,1,0,0,33223,-106,0,25,1,39.75,0,102.029999,8.03,39.75,1069075,5.922696,52.394821,0,0,10.758131,0.765703,-0.832702,-0.026878,-0.004887,-0.006109,0,-0.004887,-0.026878,-0.832702
2021/05/28/ 09:53:23::536,1,1069192,0,1,0,0,33224,-106,0,117,1,39.75,0,102.030998,8.03,39.75,1069192,5.922696,52.394821,0,0,9.781859,-0.038285,0.937986,-0.073304,0.0281,-0.008552,0,0.0281,-0.073304,0.937986
2021/05/28/ 09:53:23::561,1,1069217,0,1,0,0,33225,-106,0,25,1,39.75,0,102.029999,8.03,39.75,1069217,5.922696,52.394821,0,0,9.695718,-0.535992,-2.220539,-0.03543,0.019548,-0.014661,0,0.019548,-0.03543,-2.220539
2021/05/28/ 09:53:23::588,1,1069242,0,1,0,0,33226,-106,0,25,1,39.75,0,102.030998,8,39.75,1069242,5.922696,52.394821,0,0,10.403993,-0.497707,-1.512264,0.040317,-0.012217,-0.013439,0,-0.012217,0.040317,-1.512264
2021/05/28/ 09:53:23::611,1,1062615,0,1,0,0,33227,-105,1,25,1,39.75,0,102.029999,1.9,39.75,1062615,5.922696,52.394821,0,0,9.073584,-0.315853,0.086142,0.07086,-0.040317,-0.008552,0,-0.040317,0.07086,0.086142
2021/05/28/ 09:53:23::683,1,1069292,0,1,0,0,33228,-106,0,25,1,39.75,0,102.029999,8.04,39.75,1069292,5.922696,52.394821,0,0,10.796415,-1.292124,-4.259224,-0.006109,-0.03543,-0.003665,0,-0.03543,-0.006109,-4.259224
2021/05/28/ 09:53:23::683,1,1069342,0,1,0,0,33229,-106,0,49,1,39.75,0,102.029999,8.04,39.75,1069342,5.922696,52.394821,0,0,9.619147,-0.181855,-2.172683,-0.051313,0.018326,-0.012217,0,0.018326,-0.051313,-2.172683
2021/05/28/ 09:53:23::709,1,1069367,0,1,0,0,33230,-106,0,25,1,39.75,0,102.030998,8.01,39.75,1069367,5.922696,52.394821,0,0,8.374879,0.526421,2.938386,0.051313,0.009774,-0.017104,0,0.009774,0.051313,2.938386
2021/05/28/ 09:53:23::735,1,1069392,0,1,0,0,33231,-106,0,25,1,39.75,0,102.030998,8.03,39.75,1069392,5.922696,52.394821,0,0,8.910872,-0.325424,0.038285,0.07086,-0.020769,-0.010996,0,-0.020769,0.07086,0.038285
2021/05/28/ 09:53:23::776,1,1069417,0,1,0,0,33232,-106,1,25,1,39.75,0,102.030998,8.03,39.75,1069417,5.922696,52.394821,0,0,10.911271,-1.244268,-19.247866,0.123395,-0.045204,-0.006109,0,-0.045204,0.123395,-19.247866
2021/05/28/ 09:53:23::776,1,1069442,0,1,0,0,33233,-105,1,25,1,43.75,0.1875,101.263,8.04,43.75,1069442,5.922696,52.394821,0.1875,0,8.623733,0.459422,0.947558,-0.067195,-0.036652,-0.002443,0,-0.036652,-0.067195,0.947558
2021/05/28/ 09:53:23::804,1,1069467,0,1,0,0,33234,-106,0,25,1,39.75,0,102.030998,8.03,39.75,1069467,5.922696,52.394821,0,0,9.695718,-0.162712,-1.655833,-0.051313,0.010996,-0.00733,0,0.010996,-0.051313,-1.655833
2021/05/28/ 09:53:23::826,1,1069492,0,1,0,0,33235,-106,0,25,1,39.75,0,102.030998,8.02,39.75,1069492,5.922696,52.394821,0,0,8.46102,0.583849,2.995814,0.018326,0.03543,-0.017104,0,0.03543,0.018326,2.995814
2021/05/28/ 09:53:23::850,1,1069517,0,1,0,0,33236,-106,0,25,1,39.75,0,102.030998,8.03,39.75,1069517,5.922696,52.394821,0,0,9.102298,-0.191426,0.124427,0.043982,0.003665,-0.012217,0,0.003665,0.043982,0.124427
2021/05/28/ 09:53:23::892,1,1069542,0,1,0,0,33237,-106,0,25,1,39.75,0,102.029999,8.04,39.75,1069542,5.922696,52.394821,0,0,8.633304,0.153141,1.177269,0.008552,-0.046426,-0.003665,0,-0.046426,0.008552,1.177269
2021/05/28/ 09:53:23::920,1,1069567,0,1,0,0,33238,-106,0,25,1,39.75,0,102.029999,8.03,39.75,1069567,5.922696,52.394821,0,0,8.422736,0.545564,1.378266,-0.020769,-0.054978,-0.002443,0,-0.054978,-0.020769,1.378266
2021/05/28/ 09:53:23::946,1,1069592,0,1,0,0,33239,-106,0,25,1,39.75,0,102.030998,8.04,39.75,1069592,5.922696,52.394821,0,0,9.408579,-0.382852,1.550549,-0.026878,0.00733,-0.008552,0,0.00733,-0.026878,1.550549
2021/05/28/ 09:53:23::970,1,1069617,0,1,0,0,33240,-106,0,25,1,39.75,0,102.030998,8.04,39.75,1069617,5.922696,52.394821,0,0,8.298309,0.602991,3.024528,-0.023213,0.043982,-0.014661,0,0.043982,-0.023213,3.024528
2021/05/28/ 09:53:24::002,1,1069667,0,1,0,0,33241,-106,0,51,1,39.75,0,102.030998,8.03,39.75,1069667,5.922696,52.394821,0,0,8.853444,0.114855,0.870987,0.0281,-0.032987,-0.009774,0,-0.032987,0.0281,0.870987
2021/05/28/ 09:53:24::035,1,1069692,0,1,0,0,33242,-106,1,25,1,39.75,0,102.030998,8.04,39.75,1069692,5.922696,52.394821,0,0,8.327023,0.488136,1.540978,0.031765,18.708359,-2.505769,0,18.708359,0.031765,1.540978
2021/05/28/ 09:53:24::059,1,1069717,0,1,0,0,33243,-106,0,25,1,39.75,0,102.029999,8.03,39.75,1069717,5.922696,52.394821,0,0,9.360723,-0.832702,1.091127,-0.015882,-0.013439,-0.006109,0,-0.013439,-0.015882,1.091127
2021/05/28/ 09:53:24::087,1,1069742,0,1,0,0,33244,-106,0,25,1,39.75,0,102.030998,8.04,39.75,1069742,5.922696,52.394821,0,0,8.193025,0.564706,2.804388,-0.058643,0.032987,-0.012217,0,0.032987,-0.058643,2.804388
2021/05/28/ 09:53:24::108,1,1069767,0,1,0,0,33245,-106,0,25,1,39.75,0,102.030998,8.03,39.75,1069767,5.922696,52.394821,0,0,10.662417,-1.272982,-2.096113,-0.03543,0.025656,-0.013439,0,0.025656,-0.03543,-2.096113
2021/05/28/ 09:53:24::137,1,1069792,0,1,0,0,33246,-106,0,25,1,39.75,0,102.030998,8.02,39.75,1069792,5.922696,52.394821,0,0,8.997013,0.019143,0.823131,0.03543,-0.018326,-0.013439,0,-0.018326,0.03543,0.823131
2021/05/28/ 09:53:24::204,1,1069867,0,1,0,0,33249,-106,0,25,1,39.75,0,102.029999,8.03,39.75,1069867,5.922696,52.394821,0,0,10.729417,-0.172283,-0.928415,-0.09163,0.002443,-0.00733,0,0.002443,-0.09163,-0.928415
2021/05/28/ 09:53:24::231,1,1069892,0,1,0,0,33250,-105,0,25,1,39.75,0,102.029999,8.04,39.75,1069892,5.922696,52.394821,0,0,10.566705,-1.215554,-2.277967,-0.053756,0.021991,-0.012217,0,0.021991,-0.053756,-2.277967
2021/05/28/ 09:53:24::388,1,1070034,0,1,0,0,33251,-106,0,141,1,39.75,0,102.029999,8.04,39.75,1070034,5.922696,52.394821,0,0,10.547563,0.105284,0.976272,0.015882,-0.017104,-0.012217,0,-0.017104,0.015882,0.976272
2021/05/28/ 09:53:24::391,1,1070059,0,1,0,0,33252,-106,0,25,1,39.75,0,102.030998,8.04,39.75,1070059,5.922696,52.394821,0,0,9.427721,1.148555,0.401994,0.013439,-0.014661,-0.012217,0,-0.014661,0.013439,0.401994
2021/05/28/ 09:53:24::423,1,1070084,0,1,0,0,33253,-106,0,25,1,39.75,0,102.029999,8.03,39.75,1070084,5.922696,52.394821,0,0,11.351551,1.138984,3.091527,0.019548,-0.019548,-0.00733,0,-0.019548,0.019548,3.091527
2021/05/28/ 09:53:24::455,1,1070109,0,1,0,0,33254,-106,0,25,1,39.75,0,102.029999,8.04,39.75,1070109,5.922696,52.394821,0,0,9.351151,0.937986,0.306281,0.024435,-0.015882,-0.009774,0,-0.015882,0.024435,0.306281
2021/05/28/ 09:53:24::477,1,1070134,0,1,0,0,33255,-106,0,25,1,39.75,0,102.029999,8.04,39.75,1070134,5.922696,52.394821,0,0,10.566705,1.244268,1.014557,0.043982,-0.024435,-0.00733,0,-0.024435,0.043982,1.014557
2021/05/28/ 09:53:24::498,1,1070159,0,1,0,0,33256,-106,0,25,1,39.75,0,102.030998,8.03,39.75,1070159,5.922696,52.394821,0,0,8.441878,0.057428,-1.895115,0.052534,-0.018326,-0.010996,0,-0.018326,0.052534,-1.895115
2021/05/28/ 09:53:24::527,1,1070184,0,1,0,0,33257,-105,0,25,1,39.75,0,102.029999,8.02,39.75,1070184,5.922696,52.394821,0,0,9.676575,1.234697,2.37368,0.075747,-0.017104,-0.009774,0,-0.017104,0.075747,2.37368
2021/05/28/ 09:53:24::553,1,1070209,0,1,0,0,33258,-106,0,25,1,39.75,0,102.030998,8.05,39.75,1070209,5.922696,52.394821,0,0,8.001599,0.191426,-1.579263,0.074526,-0.008552,-0.013439,0,-0.008552,0.074526,-1.579263
2021/05/28/ 09:53:24::580,1,1070234,0,1,0,0,33259,-106,1,25,1,39.75,6,102.569,8.03,39.75,1070234,5.922696,52.394821,6,0,8.75773,1.11027,2.565106,0.07086,-0.001222,-0.014661,0,-0.001222,0.07086,2.565106
2021/05/28/ 09:53:24::625,1,1070284,0,1,0,0,33260,-106,0,51,1,39.75,0,102.029999,8.04,39.75,1070284,5.922696,52.394821,0,0,8.776874,1.024128,1.607977,0.037874,0.010996,-0.015882,0,0.010996,0.037874,1.607977
2021/05/28/ 09:53:24::651,1,1070309,0,1,0,0,33261,-106,0,25,1,39.75,0,102.030998,8.02,39.75,1070309,5.922696,52.394821,0,0,8.729017,0.526421,2.009971,-0.00733,-0.010996,-0.013439,0,-0.010996,-0.00733,2.009971
2021/05/28/ 09:53:24::683,1,1070334,0,1,0,0,33262,-106,0,25,1,39.75,0,102.029999,8.04,39.75,1070334,5.922696,52.394821,0,0,8.987442,0.315853,0.411565,-0.010996,-0.019548,-0.008552,0,-0.019548,-0.010996,0.411565
2021/05/28/ 09:53:24::747,1,1070409,0,1,0,0,33265,-106,0,25,1,39.75,0,102.030998,8.04,39.75,1070409,5.922696,52.394821,0,0,9.111869,0.133998,-0.038285,-0.019548,0.006109,-0.009774,0,0.006109,-0.019548,-0.038285
2021/05/28/ 09:53:24::772,1,1070434,0,1,0,0,33266,-105,0,25,1,39.75,0,102.029999,8.04,39.75,1070434,5.922696,52.394821,0,0,9.858429,0.057428,0.861416,0.00733,-0.012217,-0.009774,0,-0.012217,0.00733,0.861416
2021/05/28/ 09:53:24::819,1,1070459,0,1,0,0,33267,-101,1,25,1,39.75,0,102.030998,8.03,39.75,1070459,5.922696,52.394821,0,0,11.49512,-0.334995,-0.287139,-0.029322,-0.003665,-0.00733,0,-0.003665,-0.029322,-0.287139
2021/05/28/ 09:53:24::819,1,1070484,0,1,0,0,33268,-106,0,25,1,39.75,0,102.029999,8.04,39.75,1070484,5.922696,52.394821,0,0,9.150154,0.89013,4.575077,0.002443,-0.006109,-0.009774,0,-0.006109,0.002443,4.575077
2021/05/28/ 09:53:24::872,1,1070509,0,1,0,0,33269,-106,1,25,1,39.75,0,102.030998,8.03,39.75,1070509,5.922696,52.394821,0,0,118.597862,118.43515,3.168097,-0.024435,-0.018326,-0.004887,0,-0.018326,-0.024435,3.168097
