________           _____       ______   ____________       _____________       
__  ___/______________(_)_____ ___  /   __  ___/_  /____  _______  /__(_)_____ 
_____ \_  _ \_  ___/_  /_  __ `/_  /    _____ \_  __/  / / /  __  /__  /_  __ \
____/ //  __/  /   _  / / /_/ /_  /     ____/ // /_ / /_/ // /_/ / _  / / /_/ /
/____/ \___//_/    /_/  \__,_/ /_/      /____/ \__/ \__,_/ \__,_/  /_/  \____/ 
                                                                               

Welcome to Serial Studio! To start, please select a COM port & baud rate in the
devices pane on the right. If serial connection is successful & incoming data is
interpreted correctly, this pane shall be automatically closed and the dashboard
shall be shown. Otherwise, you can use the console to find the source of your
problem.

Use the toolbar buttons to display the features that you want to use. If you
encounter a problem with Serial Studio, please report it at:

→ https://github.com/Serial-Studio/Serial-Studio/issues

You can also use the links in the "About" window. For documentation regarding
usage of Serial Studio & integration with your current MCU projects, please read
the wiki:

→ https://github.com/Serial-Studio/Serial-Studio/wiki

Tip: Double-click on any group, chart or widget to view it in another window.

/*Project Zeggreus,64,1,8.210000,16.000000,0.000000,101.888000,16.000000,28996,64,5.922696,52.394821,0.000000,0.000000,-1.426122,8.212168,6.077769,-0.061087,0.267559,-0.047647,-35.000000,0,1,0,1,0,0,1,0.000000,0.267559,-0.061087,6.077769*/
/*Project Zeggreus,89,2,8.210000,16.000000,0.000000,101.888000,16.000000,25,89,5.922696,52.394821,0.000000,0.000000,-0.947558,9.360723,10.241281,-0.018326,0.207694,-0.096517,-35.000000,0,1,0,1,0,0,1,0.000000,0.207694,-0.018326,10.241281*/
/*Project Zeggreus,114,3,8.220000,16.000000,0.000000,101.888000,16.000000,25,114,5.922696,52.394821,0.000000,0.000000,-2.947958,8.652447,7.513463,-0.001222,0.172264,-0.139277,-35.000000,0,1,0,1,0,0,1,0.000000,0.172264,-0.001222,7.513463*/
/*Project Zeggreus,139,4,8.220000,16.000000,0.000000,101.887001,16.000000,25,139,5.922696,52.394821,0.000000,0.000000,-1.043271,9.494720,10.145568,0.061087,0.161268,-0.158825,-35.000000,0,1,0,1,0,0,1,0.000000,0.161268,0.061087,10.145568*/
/*Project Zeggreus,164,5,8.210000,16.000000,0.000000,101.889000,16.000000,25,164,5.922696,52.394821,0.000000,0.000000,-1.138984,7.838887,3.732803,0.048869,0.164934,-0.160047,-35.000000,0,1,0,1,0,0,1,0.000000,0.164934,0.048869,3.732803*/
/*Project Zeggreus,189,6,8.210000,16.000000,0.000000,101.888000,16.000000,25,189,5.922696,52.394821,0.000000,0.000000,-1.828117,7.867601,1.579263,0.084299,0.127060,-0.155160,-34.000000,0,1,0,1,0,0,1,0.000000,0.127060,0.084299,1.579263*/
/*Project Zeggreus,214,7,8.200000,16.000000,0.000000,101.888000,16.000000,25,214,5.922696,52.394821,0.000000,0.000000,-0.430708,8.020741,-7.312466,0.102625,0.079412,-0.135612,-34.000000,0,1,0,1,0,0,1,0.000000,0.079412,0.102625,-7.312466*/
/*Project Zeggreus,239,8,8.210000,16.000000,0.000000,101.888000,16.000000,25,239,5.922696,52.394821,0.000000,0.000000,-2.679961,8.183454,3.972085,0.136834,-0.057421,-0.109956,-34.000000,0,1,0,1,0,0,1,0.000000,-0.057421,0.136834,3.972085*/
/*Project Zeggreus,264,9,8.220000,16.000000,0.000000,101.888000,16.000000,25,264,5.922696,52.394821,0.000000,0.000000,-3.416951,8.815159,6.068198,0.101404,0.062308,-0.081856,-35.000000,0,1,0,1,0,0,1,0.000000,0.062308,0.101404,6.068198*/
/*Project Zeggreus,289,10,8.230000,16.000000,0.000000,101.888000,16.000000,25,289,5.922696,52.394821,0.000000,0.000000,-3.062813,8.039884,4.642076,0.070860,0.092852,-0.061087,-35.000000,0,1,0,1,0,0,1,0.000000,0.092852,0.070860,4.642076*/
/*Project Zeggreus,314,11,8.210000,16.000000,0.000000,101.888000,16.000000,25,314,5.922696,52.394821,0.000000,0.000000,-1.244268,8.384451,4.096512,0.083078,0.113621,-0.035430,-35.000000,0,1,0,1,0,0,1,0.000000,0.113621,0.083078,4.096512*/
/*Project Zeggreus,339,12,8.200000,16.000000,0.000000,101.888000,16.000000,25,339,5.922696,52.394821,0.000000,0.000000,-1.923829,8.652447,6.585048,0.085521,0.081856,-0.006109,-35.000000,0,1,0,1,0,0,1,0.000000,0.081856,0.085521,6.585048*/
/*Project Zeggreus,364,13,8.210000,16.000000,0.000000,101.888000,16.000000,25,364,5.922696,52.394821,0.000000,0.000000,-2.057827,8.164310,3.723232,0.047647,0.029322,0.039095,-35.000000,0,1,0,1,0,0,1,0.000000,0.029322,0.047647,3.723232*/
/*Project Zeggreus,389,14,8.200000,16.000000,0.000000,101.887001,16.000000,25,389,5.922696,52.394821,0.000000,0.000000,-3.158526,7.934600,2.957529,0.050091,0.076969,0.051313,-35.000000,0,1,0,1,0,0,1,0.000000,0.076969,0.050091,2.957529*/
/*Project Zeggreus,414,15,8.210000,16.000000,0.000000,101.888000,16.000000,25,414,5.922696,52.394821,0.000000,0.000000,-2.507678,8.470592,3.924229,0.048869,0.095295,0.061087,-35.000000,0,1,0,1,0,0,1,0.000000,0.095295,0.048869,3.924229*/
/*Project Zeggreus,439,16,8.200000,16.000000,0.000000,101.888000,16.000000,25,439,5.922696,52.394821,0.000000,0.000000,-3.531806,7.915457,3.330809,0.012217,0.015882,0.096517,-35.000000,0,1,0,1,0,0,1,0.000000,0.015882,0.012217,3.330809*/
/*Project Zeggreus,464,17,8.210000,16.000000,0.000000,101.888000,16.000000,25,464,5.922696,52.394821,0.000000,0.000000,-2.153540,8.738588,6.690332,-0.024435,-0.074526,0.105069,-35.000000,0,1,0,1,0,0,1,0.000000,-0.074526,-0.024435,6.690332*/
/*Project Zeggreus,489,18,8.220000,16.000000,0.000000,101.888000,16.000000,25,489,5.922696,52.394821,0.000000,0.000000,-0.870987,8.882157,6.671189,-0.050091,-0.015882,0.097738,-36.000000,0,1,0,1,0,0,1,0.000000,-0.015882,-0.050091,6.671189*/
/*Project Zeggreus,514,19,8.200000,16.000000,0.000000,101.888000,16.000000,25,514,5.922696,52.394821,0.000000,0.000000,-1.923829,8.528020,7.101898,-0.039095,-0.009774,0.061087,-37.000000,0,1,0,1,0,0,1,0.000000,-0.009774,-0.039095,7.101898*/
/*Project Zeggreus,539,20,8.220000,16.250000,0.000000,101.888000,16.250000,25,539,5.922696,52.394821,0.000000,0.000000,-2.153540,7.944171,3.531806,-0.042761,-0.069639,0.037874,-37.000000,0,1,0,1,0,0,1,0.000000,-0.069639,-0.042761,3.531806*/
/*Project Zeggreus,564,21,8.210000,16.250000,0.000000,101.888000,16.250000,25,564,5.922696,52.394821,0.000000,0.000000,-2.459822,6.096912,1.148555,-0.014661,-0.053756,0.048869,-37.000000,0,1,0,1,0,0,1,0.000000,-0.053756,-0.014661,1.148555*/
/*Project Zeggreus,589,22,8.220000,16.250000,0.000000,101.888000,16.250000,25,589,5.922696,52.394821,0.000000,0.000000,-1.741975,7.848458,4.125226,0.017104,0.003665,0.046426,-37.000000,0,1,0,1,0,0,1,0.000000,0.003665,0.017104,4.125226*/
/*Project Zeggreus,614,23,8.220000,16.250000,0.000000,101.888000,16.250000,25,614,5.922696,52.394821,0.000000,0.000000,-2.431108,8.949157,8.126026,0.026878,-0.012217,0.046426,-37.000000,0,1,0,1,0,0,1,0.000000,-0.012217,0.026878,8.126026*/
/*Project Zeggreus,639,24,8.230000,16.250000,0.000000,101.888000,16.250000,25,639,5.922696,52.394821,0.000000,0.000000,-2.517249,8.441878,6.508478,0.039095,0.007330,0.046426,-37.000000,0,1,0,1,0,0,1,0.000000,0.007330,0.039095,6.508478*/
/*Project Zeggreus,664,25,8.190000,16.250000,0.000000,101.888000,16.250000,25,664,5.922696,52.394821,0.000000,0.000000,-1.981257,9.064013,8.403593,0.037874,0.039095,0.018326,-37.000000,0,1,0,1,0,0,1,0.000000,0.039095,0.037874,8.403593*/
/*Project Zeggreus,689,26,8.200000,16.250000,0.000000,101.888000,16.250000,25,689,5.922696,52.394821,0.000000,0.000000,-0.957129,7.714460,3.397808,0.034208,0.042761,0.002443,-37.000000,0,1,0,1,0,0,1,0.000000,0.042761,0.034208,3.397808*/
/*Project Zeggreus,714,27,8.210000,16.250000,0.000000,101.888000,16.250000,25,714,5.922696,52.394821,0.000000,0.000000,-1.818545,7.953743,3.627519,0.008552,0.020769,0.000000,-37.000000,0,1,0,1,0,0,1,0.000000,0.020769,0.008552,3.627519*/
/*Project Zeggreus,739,28,8.200000,16.250000,0.000000,101.888000,16.250000,25,739,5.922696,52.394821,0.000000,0.000000,-1.052842,7.436893,3.885944,-0.001222,0.024435,-0.003665,-37.000000,0,1,0,1,0,0,1,0.000000,0.024435,-0.001222,3.885944*/
/*Project Zeggreus,764,29,8.230000,16.250000,0.000000,101.888000,16.250000,25,764,5.922696,52.394821,0.000000,0.000000,-2.593820,8.394022,6.345766,-0.004887,0.017104,-0.010996,-36.000000,0,1,0,1,0,0,1,0.000000,0.017104,-0.004887,6.345766*/
/*Project Zeggreus,881,30,8.200000,16.250000,0.000000,101.888000,16.250000,117,881,5.922696,52.394821,0.000000,0.000000,-2.316252,7.800602,3.215954,-0.019548,0.020769,0.031765,-35.000000,0,1,0,1,0,0,1,0.000000,0.020769,-0.019548,3.215954*/
/*Project Zeggreus,906,31,8.220000,16.250000,0.000000,101.888000,16.250000,25,906,5.922696,52.394821,0.000000,0.000000,-1.119841,7.618747,5.225924,-0.003665,0.023213,0.045204,-35.000000,0,1,0,1,0,0,1,0.000000,0.023213,-0.003665,5.225924*/
/*Project Zeggreus,931,32,8.200000,16.250000,0.000000,101.888000,16.250000,25,931,5.922696,52.394821,0.000000,0.000000,-2.364109,8.441878,7.121040,0.018326,0.050091,0.042761,-35.000000,0,1,0,1,0,0,1,0.000000,0.050091,0.018326,7.121040*/
/*Project Zeggreus,956,33,8.210000,16.250000,0.000000,101.888000,16.250000,25,956,5.922696,52.394821,0.000000,0.000000,-2.632105,8.690732,6.077769,0.010996,0.021991,0.024435,-35.000000,0,1,0,1,0,0,1,0.000000,0.021991,0.010996,6.077769*/
/*Project Zeggreus,981,34,8.220000,16.250000,0.000000,101.888000,16.250000,25,981,5.922696,52.394821,0.000000,0.000000,-1.904687,8.556734,7.092326,-0.007330,0.013439,0.013439,-34.000000,0,1,0,1,0,0,1,0.000000,0.013439,-0.007330,7.092326*/
/*Project Zeggreus,1006,35,8.230000,16.250000,0.000000,101.888000,16.250000,25,1006,5.922696,52.394821,0.000000,0.000000,-2.431108,7.551748,1.454836,-0.031765,0.032987,0.028100,-34.000000,0,1,0,1,0,0,1,0.000000,0.032987,-0.031765,1.454836*/
/*Project Zeggreus,1031,36,8.220000,16.250000,0.000000,101.888000,16.250000,25,1031,5.922696,52.394821,0.000000,0.000000,-1.684547,8.298309,3.148955,-0.015882,0.039095,0.029322,-34.000000,0,1,0,1,0,0,1,0.000000,0.039095,-0.015882,3.148955*/
/*Project Zeggreus,1056,37,8.220000,16.250000,0.000000,101.888000,16.250000,25,1056,5.922696,52.394821,0.000000,0.000000,-1.990828,7.503892,1.751546,-0.010996,0.032987,0.006109,-34.000000,0,1,0,1,0,0,1,0.000000,0.032987,-0.010996,1.751546*/
/*Project Zeggreus,1081,38,8.220000,16.250000,0.000000,101.888000,16.250000,25,1081,5.922696,52.394821,0.000000,0.000000,-1.751546,7.915457,2.919244,0.054978,-0.013439,-0.015882,-34.000000,0,1,0,1,0,0,1,0.000000,-0.013439,0.054978,2.919244*/
/*Project Zeggreus,1106,39,8.220000,16.250000,0.000000,101.888000,16.250000,25,1106,5.922696,52.394821,0.000000,0.000000,-2.766103,8.767303,4.297510,-0.101404,0.076969,-0.014661,-34.000000,0,1,0,1,0,0,1,0.000000,0.076969,-0.101404,4.297510*/
/*Project Zeggreus,1131,40,8.220000,16.250000,0.000000,101.889000,16.250000,25,1131,5.922696,52.394821,0.000000,0.000000,-2.727818,9.016156,7.312466,0.026878,-0.009774,-0.013439,-34.000000,0,1,0,1,0,0,1,0.000000,-0.009774,0.026878,7.312466*/
/*Project Zeggreus,1156,41,8.230000,16.250000,0.000000,101.888000,16.250000,25,1156,5.922696,52.394821,0.000000,0.000000,-2.660819,9.054440,6.470192,0.020769,0.057421,-0.028100,-34.000000,0,1,0,1,0,0,1,0.000000,0.057421,0.020769,6.470192*/
/*Project Zeggreus,1181,42,8.210000,16.250000,0.000000,101.888000,16.250000,25,1181,5.922696,52.394821,0.000000,0.000000,-2.335395,8.212168,4.642076,-0.076969,0.025656,-0.028100,-34.000000,0,1,0,1,0,0,1,0.000000,0.025656,-0.076969,4.642076*/
/*Project Zeggreus,1206,43,8.200000,16.250000,0.000000,101.888000,16.250000,25,1206,5.922696,52.394821,0.000000,0.000000,-1.617548,8.078169,4.555934,0.048869,-0.029322,-0.010996,-34.000000,0,1,0,1,0,0,1,0.000000,-0.029322,0.048869,4.555934*/
/*Project Zeggreus,1231,44,8.200000,16.250000,0.000000,101.888000,16.250000,25,1231,5.922696,52.394821,0.000000,0.000000,-1.962115,7.618747,4.421936,-0.021991,0.063530,-0.020769,-34.000000,0,1,0,1,0,0,1,0.000000,0.063530,-0.021991,4.421936*/
/*Project Zeggreus,1256,45,8.220000,16.250000,0.000000,101.888000,16.250000,25,1256,5.922696,52.394821,0.000000,0.000000,-2.038685,8.508878,4.450650,0.036652,0.001222,-0.014661,-34.000000,0,1,0,1,0,0,1,0.000000,0.001222,0.036652,4.450650*/
/*Project Zeggreus,1281,46,8.220000,16.250000,0.000000,101.888000,16.250000,25,1281,5.922696,52.394821,0.000000,0.000000,-1.780260,8.824730,6.814759,0.008552,0.026878,-0.010996,-34.000000,0,1,0,1,0,0,1,0.000000,0.026878,0.008552,6.814759*/
/*Project Zeggreus,1306,47,8.230000,16.250000,0.000000,101.888000,16.250000,25,1306,5.922696,52.394821,0.000000,0.000000,-2.191826,8.652447,6.278767,0.026878,0.026878,-0.008552,-34.000000,0,1,0,1,0,0,1,0.000000,0.026878,0.026878,6.278767*/
/*Project Zeggreus,1331,48,8.210000,16.250000,0.000000,101.888000,16.250000,25,1331,5.922696,52.394821,0.000000,0.000000,-1.598405,9.743574,6.125626,0.050091,0.007330,-0.009774,-34.000000,0,1,0,1,0,0,1,0.000000,0.007330,0.050091,6.125626*/
/*Project Zeggreus,1356,49,8.210000,16.250000,0.000000,101.889000,16.250000,25,1356,5.922696,52.394821,0.000000,0.000000,-1.454836,9.427721,9.092726,-0.009774,0.039095,-0.018326,-34.000000,0,1,0,1,0,0,1,0.000000,0.039095,-0.009774,9.092726*/
/*Project Zeggreus,1381,50,8.220000,16.250000,0.000000,101.888000,16.250000,25,1381,5.922696,52.394821,0.000000,0.000000,-0.985843,9.714860,7.848458,0.023213,0.013439,-0.009774,-34.000000,0,1,0,1,0,0,1,0.000000,0.013439,0.023213,7.848458*/
/*Project Zeggreus,1406,51,8.210000,16.250000,0.000000,101.888000,16.250000,25,1406,5.922696,52.394821,0.000000,0.000000,-1.368695,8.652447,6.833901,0.021991,0.046426,-0.026878,-34.000000,0,1,0,1,0,0,1,0.000000,0.046426,0.021991,6.833901*/
/*Project Zeggreus,1431,52,8.220000,16.250000,0.000000,101.888000,16.250000,25,1431,5.922696,52.394821,0.000000,0.000000,-1.158126,7.188039,3.512664,-0.053756,0.032987,-0.045204,-34.000000,0,1,0,1,0,0,1,0.000000,0.032987,-0.053756,3.512664*/
/*Project Zeggreus,1456,53,8.230000,16.250000,0.000000,101.888000,16.250000,25,1456,5.922696,52.394821,0.000000,0.000000,-1.483550,7.542177,5.742774,0.051313,0.080634,-0.034208,-34.000000,0,1,0,1,0,0,1,0.000000,0.080634,0.051313,5.742774*/
/*Project Zeggreus,1481,54,8.200000,16.250000,0.000000,101.888000,16.250000,25,1481,5.922696,52.394821,0.000000,0.000000,-1.875973,7.915457,2.344966,-0.113621,0.185703,-0.023213,-34.000000,0,1,0,1,0,0,1,0.000000,0.185703,-0.113621,2.344966*/
/*Project Zeggreus,1506,55,8.210000,16.250000,0.000000,101.888000,16.250000,25,1506,5.922696,52.394821,0.000000,0.000000,-2.746960,8.920443,5.781060,-0.009774,0.107512,-0.025656,-34.000000,0,1,0,1,0,0,1,0.000000,0.107512,-0.009774,5.781060*/
/*Project Zeggreus,1531,56,8.220000,16.250000,0.000000,101.888000,16.250000,25,1531,5.922696,52.394821,0.000000,0.000000,-2.364109,8.595019,4.555934,0.014661,0.092852,-0.045204,-35.000000,0,1,0,1,0,0,1,0.000000,0.092852,0.014661,4.555934*/
/*Project Zeggreus,1556,57,8.220000,16.250000,0.000000,101.888000,16.250000,25,1556,5.922696,52.394821,0.000000,0.000000,-2.507678,8.776874,6.087341,-0.103847,0.098960,-0.035430,-34.000000,0,1,0,1,0,0,1,0.000000,0.098960,-0.103847,6.087341*/
